0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.096487300000000387e-01,-9.564985440000000949e+00,2.986065900000000606e-01
-7.964837100000000669e-01,-9.552418830000000582e+00,3.279286800000000279e-01
-7.438236300000000689e-01,-9.548229960000000460e+00,3.291255000000000153e-01
-8.072550900000000640e-01,-9.532072890000000243e+00,3.213461700000000421e-01
-1.095688710000000121e+00,-9.540450630000000487e+00,2.836463400000000523e-01
-1.106460090000000118e+00,-9.524293560000000269e+00,2.914256700000000255e-01
-8.216169300000001341e-01,-9.538655400000001450e+00,2.776622400000000046e-01
-7.845155100000000825e-01,-9.539253810000001721e+00,2.998034100000000479e-01
-5.289944400000000657e-01,-9.560796570000000827e+00,2.698829100000000314e-01
-7.468156800000000928e-01,-9.556607700000000705e+00,2.848431600000000397e-01
-8.150344200000000372e-01,-9.550623600000001545e+00,2.836463400000000523e-01
-7.563902400000001025e-01,-9.569772720000001343e+00,2.980081800000000114e-01
-1.090303020000000123e+00,-9.525490380000000812e+00,2.764654200000000173e-01
-7.444220400000001181e-01,-9.557804520000001247e+00,3.285270900000000216e-01
-7.875075600000001064e-01,-9.573961590000001465e+00,2.938193100000000557e-01
-7.857123300000000699e-01,-9.553615650000001125e+00,3.213461700000000421e-01
-9.885733200000000886e-01,-9.556607700000000705e+00,2.555210700000000168e-01
-7.970821200000001161e-01,-9.547033140000001694e+00,3.261334500000000469e-01
-7.623743400000000392e-01,-9.562591800000001641e+00,2.842447500000000460e-01
-8.060582700000000766e-01,-9.520703100000000418e+00,3.129684300000000197e-01
-8.174280600000001229e-01,-9.546434730000001423e+00,2.764654200000000173e-01
-8.204201100000000357e-01,-9.564387030000000678e+00,2.794574700000000411e-01
-4.296583800000000619e-01,-9.600890040000001235e+00,3.093779700000000576e-01
-8.192232900000000484e-01,-9.523695150000001775e+00,3.141652500000000070e-01
-7.557918300000000533e-01,-9.550025190000001274e+00,2.986065900000000606e-01
-7.587838800000000772e-01,-9.571567950000000380e+00,3.004018200000000416e-01
-8.216169300000001341e-01,-9.535663350000001870e+00,2.860399800000000270e-01
-8.018694000000000655e-01,-9.553017240000000854e+00,3.153620700000000499e-01
-8.090503200000001005e-01,-9.534466530000001327e+00,3.039922800000000591e-01
-7.857123300000000699e-01,-9.557804520000001247e+00,3.195509400000000610e-01
-7.773345900000000475e-01,-9.552418830000000582e+00,3.147636600000000562e-01
-7.952868900000000796e-01,-9.551222010000001816e+00,2.806542900000000285e-01
-5.140341900000000575e-01,-9.582339330000001709e+00,2.938193100000000557e-01
-7.737441300000000854e-01,-9.557804520000001247e+00,3.129684300000000197e-01
-7.773345900000000475e-01,-9.549426780000001003e+00,2.842447500000000460e-01
-6.809905800000001230e-01,-9.573363180000001194e+00,3.033938700000000099e-01
-8.180264700000000611e-01,-9.550025190000001274e+00,3.470778000000000474e-01
-7.988773500000000416e-01,-9.546434730000001423e+00,2.818511100000000158e-01
-8.084519100000000513e-01,-9.544041090000000338e+00,2.896304400000000445e-01
-7.737441300000000854e-01,-9.543442680000001843e+00,2.914256700000000255e-01
-7.899012000000000810e-01,-9.551222010000001816e+00,2.878352100000000080e-01
-7.569886500000000407e-01,-9.549426780000001003e+00,2.770638300000000109e-01
-1.126207620000000187e+00,-9.540450630000000487e+00,2.716781400000000124e-01
-7.641695700000000757e-01,-9.556607700000000705e+00,3.129684300000000197e-01
-7.940900700000000922e-01,-9.537458580000000907e+00,2.968113600000000241e-01
-8.096487300000000387e-01,-9.538056990000001178e+00,3.033938700000000099e-01
-7.899012000000000810e-01,-9.547033140000001694e+00,3.015986400000000289e-01
-8.060582700000000766e-01,-9.563788620000000407e+00,2.830479300000000586e-01
-8.138376000000000499e-01,-9.544041090000000338e+00,2.902288500000000382e-01
-8.102471400000000878e-01,-9.546434730000001423e+00,3.045906900000000528e-01
-7.922948400000000557e-01,-9.544639500000000609e+00,2.854415700000000333e-01
-8.138376000000000499e-01,-9.548828370000000731e+00,2.824495200000000095e-01
-8.096487300000000387e-01,-9.533868120000001056e+00,3.069843300000000275e-01
-7.797282300000001332e-01,-9.559599750000000284e+00,2.686860900000000441e-01
